reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
"D. Smith ""my 2 cents""",1,"Very satisfying purchase.Needed to increase  the storage capacity  of my Core i5 Samsung Series 7 Slate PC which was EM equipped lwith a 128GB SSD.  This 64GB memory card fit the bill perfectly. Did my research. Cconfirmed a Micro SDxc card and  64GB capacity can  work in the memory card slot of my Windows 7 Pro slate device.  Purchased  the memory card at a very attractive price. ( Amazon was offering a daily deal at the same time period I needed the product)  Memory card arrived without delay.  Packaging was very siimple (worry free...for real).  Plugged  SD card in my slate. PC card slot.  Formatted card to exFAT  vs  NTFS ( after more research ).and I was ready to go.  Transferred my photos and music from SSD  to the SD card.  Freed up valuable  SSD real estate for OS use and my Slate PC is again  humming  with lot more  SSD space available. Plays back  music, video & photo slideshows smoothly from the card. Delivers on function.  Very  satisfied with purchase ..and highly recommended 5 stars no hesitation !...",2013-09-03,461,0,0,0,0,0.0,0.0
Steven E Rosenstein,1,"Worked in my Galaxy S4, didn't have to do any crazy formatting.  I popped it in and it was detected.",2013-06-08,548,0,0,0,0,0.0,0.0
cheesebiscuit,1,I take lots of pics with my phone (Samsung 4S) and this helps free up space on my phone. I've not had any issues with it so far.,2014-05-15,207,0,0,0,0,0.0,0.0
Daniel Kang,1,This microsd card was as described by others and sandisk themselves. Very fast transfers and awesome price for it. Got it for my Samsung Galaxy S3 and love it!,2013-04-01,616,0,0,0,0,0.0,0.0
"NLWPS ""Computer User""",1,I got this for my new phone. It works as expected. I don't worry about the speed in these things. I loaded up all my music on it & my phone stores my pictures on it. So far I have not had any issues with this micro sd card.,2013-10-16,418,0,0,0,0,0.0,0.0
One Putt,1,"Class 10 16 gb perfect for my phone. Never use anything less than a class 10 in a phone because you will have lag times waiting for the card to respond, for $13 shipped to your front door how can you go wrong? SanDisk has been good for me for many years. Recommended.",2014-02-28,283,0,0,0,0,0.0,0.0
MiscellaneousItems,1,It worked well that one time I put some files on it. It was easily read by my computer and phone. Then I lost it because it was so tiny. Oh well!,2012-12-27,711,0,0,0,0,0.0,0.0
"Daniel Morrow ""value vulture""",1,"I love this product! I would recommend this product to anyone, I gave it 5 out of 5 stars because it does everything I need it to plus more!",2014-04-05,247,0,0,0,0,0.0,0.0
"Dustin Adams ""Vacuum Artist""",1,I knew buying sandisk i would get a great sd card and its super fast. I really like it in my phone.If you need a micro sd card this one will perform great and not let you down.,2013-02-24,652,0,0,0,0,0.0,0.0
E Wright,1,"Wow! Fast memory card. I bought this for my new GoPro Hero 3. Great performance for full HD video.Shipping was fast, and nice communication on shipping and estimated arrival time.The SD Card adaptor works perfect in my full sized SD reader built in my laptop.Transfer speeds were blazing and read speeds are amazing.SanDisk is the best, really worth buy the top end class 10 micro SD card.If you doing HD video this is the card for you. Video is demanding, so youneed a SD Card that can keep up.In Hawaii we play hard, and the GoPro and SanDisk card have been working flawless at full 1080p60 video.",2013-01-24,683,0,0,0,0,0.0,0.0
"G. E. Williams ""Nunah""",1,"The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",2014-08-01,129,0,0,0,0,0.0,0.0
Michael Chang,1,"SanDisk has always been a reliable brand for me, their products typically outlast the devices they were paired with.  This cards is decently fast, writing speed is able 10mb, and read is in the 24-6 range, it is plenty fast for HD video.",2014-06-22,169,0,0,0,0,0.0,0.0
4evryoung,1,"Works in a HTC Rezound.  Was running short of space on a 64GB Sandisk so I ordered this when it came out, fast and no issues.",2014-03-24,259,1,0,1,1,1.0,0.2065493143772374
"Perry W. Chamberlain ""canoe man""",1,"Great chip, bought it for use in my raspberry pi projects as linux hard drive.Very fast.Real deal.Price was excellent.Nice to get real chip, instead of cheap nock off, often sold as brand name card.",2013-12-25,348,0,1,1,-1,0.0,0.0
Indowarrior,1,This sd card is great for my note 3. worked perfectly for almost half a year. I would recommend it to everyone.,2014-04-21,231,0,0,0,0,0.0,0.0
Carlos Maldonado,1,Very nice product. The memory works perfectly and it is exactly what i was waiting for. I recommend it 100%,2013-09-12,452,0,0,0,0,0.0,0.0
Airedad,1,"I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",2012-07-25,866,15,6,21,9,0.7142857142857143,0.5004361928391441
DNA Dave,1,Love this card. Wanted one but the retail prices were just too much. Found it here at a fair price and have been using it ever since the first day it arrived. Great buy if you need this one.,2013-12-13,360,0,0,0,0,0.0,0.0
"PK ""PK""",1,"It's a great product and I am using in my samsung galaxy S4 mobile. GS4 uses for camera store, and the pictures taken are fast.",2013-05-18,569,0,0,0,0,0.0,0.0
Aaron Madden,1,SanDisk never disappoints. As always SanDisk products are worth every penny. Nice product and quality and works great. I recommend this product to everyone.,2013-05-11,576,0,0,0,0,0.0,0.0
A. Riel,1,"I'm not a heavy user of data but enough that my pictures and music videos wouldn't fit on the factory 4 gig card. You can never have enough memory as it gets used up quick. It has the advertised memory capacity rating and has improved speed on my smartphone and tablet when moving pictures and videos to different folders. No lag compared to the cheap factory memory card. Buy the better card the first time, you won't be regretting it later. Would recommend and buy again",2013-03-14,634,0,0,0,0,0.0,0.0
Austin Smith,1,"64GB for this price is a nice deal, especially when you are trying to add storage capability for a tablet or phone.  Keep in mind that not all phones/tablets/devices support 64GB, so you may have to get the 32 GB instead.  Performance is very good, especially when weighing with price and capacity.",2012-01-10,1063,0,0,0,0,0.0,0.0
"Susan Long ""Susan""",1,"I bought this for my Galaxy S3 and it worked perfect out the box; no formatting required. It is already Fat32, Works great. Love all the extra space for storing my MP3's and pictures.",2012-09-12,817,0,1,1,-1,0.0,0.0
Nate,1,"plenty of memory for my gopro, durable, and small enough to lose haha... make sure your phone/device can handle it",2014-03-03,280,0,0,0,0,0.0,0.0
"Renva D. Brunson ""RDB""",1,What can you say about a disk. It is doing the work that it was made to do. I am happy with it.,2014-01-05,337,0,0,0,0,0.0,0.0
"Derek Koonce ""redderek""",1,Nice to be able to stuff 20GB of music and movie files on my phone. And still have room to take lots of photos and video.,2014-03-16,267,0,1,1,-1,0.0,0.0
dtsm,1,"Perfect match for my OTG device and Moto G. Solid speed in transfer and play. Holds all my music and video, leaving storage for apps on my phone.",2014-03-17,266,0,0,0,0,0.0,0.0
Benchernif,1,I almost got myself a 16GB but decided on the 32GB last minute.  I'm so glad I did - I filled up my Hero3 White edition with over 20k time-lapse images and a few hours of HD footage.  These things are solid and reliable.  I filled it up over a 6 day period doing some work in Haiti.,2013-01-24,683,0,0,0,0,0.0,0.0
EKPG,1,Love this SD Card. I have had such great results from it. I could not be happier with it. Love the price I was able to get this for. I have bought them before and will probably buy more. I don't think I will ever buy anything but the ULTRA series sd cards.,2013-01-21,686,0,0,0,0,0.0,0.0
The Frog,1,"Bought this for my HTC Evo 4G LTE, it works great, I knew in order to use such a big card it had to be a Class 10, and I only trust SanDisk, Samsung, or Kingston with my memory cards. This one works well, it did take about a day for the &#34;bugs&#34; to be ironed out and let the Evo find its paths back to its files. This is a very good stick at a very good price. The first one I got from Amazon was damaged, they quickly replaced it..... with one that was lost by FedEx!!!! I called up about a week later and they overnighted a new one, and paid for weekend UPS delivery! I was amazed at the service from Amazon on this.All-in-all, it doesn't get much better than SanDisk for memory, and Amazon for the place of purchase. Don't hesitate to buy this card for your HIGH END phone. I know for a fact that the HTC Evo LTE & Galaxy S3 can run this card.",2013-10-01,433,0,0,0,0,0.0,0.0
Claudio Serrano,1,"I was afraid to buy it for so many comments saying it doesn&#8217;t work with hero3 at high resolutions video, but it was not my case.",2013-05-10,577,0,0,0,0,0.0,0.0
Atlashrggd,1,As an photographer I rely on high quality cards for my images...this one does the job and then some.  Two thumbs up !!,2012-05-12,940,0,0,0,0,0.0,0.0
Happiness,1,"I'm so happy that upgradable memory exists.  I get to listen to a plethora of podcasts, music, and instructional MP3s.  Thank you SanDisk!",2013-12-22,351,1,0,1,1,1.0,0.2065493143772374
Visual8,1,"Works perfect, has no archive issues at all! Looks and feels pretty durable! Recommended for high end video and photography devices!",2014-05-26,196,0,0,0,0,0.0,0.0
"Matthew ""Matt""",1,"I bought the SanDisk Ultra 64 GB for my new Samsung Galaxy S4. Being that it's the faster type of memory I like to think it reads and writes fast. And I feel like it does, but it's in my phone so who knows. Now for your highend DSLR you'll notice a difference and be very pleased.",2013-09-08,456,0,0,0,0,0.0,0.0
Flammulation,1,Adds extra storage to my phone flawlessly. The UHS1 means its really fast speed too. Highly recommend to get one of these for any phone/tablet that can take one!,2014-01-18,324,0,0,0,0,0.0,0.0
SupeDupe,1,"Wanted a larger faster card for my razr maxx, running on CM11/Android 4.4.  For the price this card was the best option.  My phone had no problem using it in the default exfat partition.  Is much faster than my old card.  No problems with it.  Couldn't be happier.",2013-12-27,346,0,0,0,0,0.0,0.0
LeeVee,1,Card works well. Runs quickly in my wife's Galaxy SII. She would buy it again and I bought one later for my tab 2 7.,2013-02-01,675,0,0,0,0,0.0,0.0
Amazon Customer,1,"I wasn't absolutely certain if this would work in my Samsung Galaxy SIII (an SGH-I747M) from a regional carrier here in Alaska.I read several reviews, but took a chance the 64GB card would work in my device and was pleased when it arrived.Opting for the &#34;Frustration Free Package&#34; it was a very simple matter to open the little cardboard envelop to retrieve the contents.  A side note here, I do appreciate the Amazon packaging for items such as this, where a clamshell type of container adds no value...The card is well made and seems a quality product.  Installed the card and it was recognized instantly on boot.  The full capacitywas recognized.Maybe I am old school when it comes to memory cards, but I always format them in the device I intend on using them (at least initially.)  In this case, there were no issues.While I haven't scientifically measured read / write speeds of the card, performance is respectable.  I have suffered no issuesrelated to the operation of the card.I would highly recommend this product if you are looking for this capacity and your device will accept the MicroSDXC format.  To that end, several friends have purchased (and been satisfied) with this memory card in their devices.",2013-04-27,590,0,0,0,0,0.0,0.0
